original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,__source,is_success
"[[getting]] [[thinner]] can [[be]] enjoyable anatrim � the latest and most [[enchanting]] flesh loss product available � as were told on abc.[[do]] you recall all the times when you said to yourself you would do anything to [[get]] rid of this quickly growing pounds of fat? happily, now no big [[offering]] is [[demanded]].with anatrim, the ground-breaking kilos-melting mixture, you can [[achieve]] [[healthier]] [[life]] [[style]] and a really [[slender]] figure.take a look at what people write! ""it�s unbearably difficult to [[confess]] but i was terribly addicted to food.i [[devoured]] all this rubbish and could not stop.this fatal passion [[finished]] when i started [[course]] with anatrim! oh, god, my appetite vanished, mood increased and i�m the happiest person in the world 27 pounds in 2.1 [[months]].so, i can tell you now i turned to the happiest person in the world!"" victoria k., las vegas ""i had problems with over-weight since a boy.it�s difficult to fancy how i hated being derided at school.i hated my stoutness and i [[detested]] even myself.after trying many different [[remedies]] i learned about anatrim.this stuff literally pulled me out of this nightmare! lots of thanks to you, my friends."" steve burbon, [[san]] diego ""[[do]] you [[know]] what? thanks to anatrim my marriage was [[saved]]! i [[got]] into the circle, [[depression]] � eating more � more depression.my wife was about to leave the [[overweight]] [[psycho]] i was turning in.one my [[best]] [[friend]] [[pointed]] at your web [[page]] and i [[ordered]] pack of anatrim at the same [[time]].the [[final]] [[result]] was [[splendid]], my [[appetite]] [[came]] to [[admissible]] [[level]], i was [[often]] in [[good]] [[spirits]], and, [[certainly]], i [[went]] some [[belt]] [[holes]] back.and you [[see]], the [[bed]] [[became]] [[cool]] also!"" michael there is a [[great]] number of gratitudes delighted people [[leave]] after trying anatrim.don�t you wanna add yourself to the [[tens]] of [[thousands]] of [[slim]] customers and [[try]] this [[natural]] appetite-decreasing energy [[boosting]] product now! do not [[decline]] the [[opportunity]]!","[[attaining]] [[meaner]] can [[was]] enjoyable anatrim � the latest and most [[charmer]] flesh loss product available � as were told on abc.[[soaps]] you recall all the times when you said to yourself you would do anything to [[attaining]] rid of this quickly growing pounds of fat? happily, now no big [[suggests]] is [[students]].with anatrim, the ground-breaking kilos-melting mixture, you can [[performed]] [[clean]] [[vie]] [[layout]] and a really [[slim]] figure.take a look at what people write! ""it�s unbearably difficult to [[acknowledge]] but i was terribly addicted to food.i [[chewed]] all this rubbish and could not stop.this fatal passion [[concluded]] when i started [[classes]] with anatrim! oh, god, my appetite vanished, mood increased and i�m the happiest person in the world 27 pounds in 2.1 [[week]].so, i can tell you now i turned to the happiest person in the world!"" victoria k., las vegas ""i had problems with over-weight since a boy.it�s difficult to fancy how i hated being derided at school.i hated my stoutness and i [[revolting]] even myself.after trying many different [[resorting]] i learned about anatrim.this stuff literally pulled me out of this nightmare! lots of thanks to you, my friends."" steve burbon, [[sant]] diego ""[[suis]] you [[appreciate]] what? thanks to anatrim my marriage was [[saves]]! i [[gets]] into the circle, [[depressed]] � eating more � more depression.my wife was about to leave the [[obese]] [[moody]] i was turning in.one my [[biggest]] [[buddies]] [[testified]] at your web [[homepage]] and i [[ordering]] pack of anatrim at the same [[scheduling]].the [[finale]] [[performance]] was [[awesome]], my [[starving]] [[arrives]] to [[agreeable]] [[class]], i was [[traditionally]] in [[nice]] [[drinks]], and, [[arguably]], i [[toured]] some [[belts]] [[grooves]] back.and you [[listen]], the [[bunk]] [[entered]] [[nice]] also!"" michael there is a [[terrific]] number of gratitudes delighted people [[left]] after trying anatrim.don�t you wanna add yourself to the [[scores]] of [[hundreds]] of [[smartly]] customers and [[judged]] this [[intrinsic]] appetite-decreasing energy [[promotions]] product now! do not [[downsized]] the [[perspectives]]!",4.21e-05,0.618377864,1,0,1,2004,Successful,textattack_TextFooler,True
"[[re]]:on the analyst [[call]], have not [[listened]] to it yet.wanda [[mention]] about the [[call]].do not [[know]] anything else.i'll [[see]] lisa in a [[few]] minutes and [[ask]] about the [[reschedule]] on pg&[[e]].-----[[original]] message----- from:dasovich, [[jeff]] [[sent]]:[[tuesday]], [[october]] 16, 2001 2:26 [[pm]] to:tribolet, [[michael]] [[subject]]:[[missed]] the [[analyst]] call.what was your [[take]]? and you hearing that lay's [[calling]] edison [[today]]? [[best]], [[jeff]]","[[rey]]:on the analyst [[urged]], have not [[heed]] to it yet.wanda [[tell]] about the [[urges]].do not [[behold]] anything else.i'll [[staring]] lisa in a [[petite]] minutes and [[solicited]] about the [[rescheduling]] on pg&[[h]].-----[[prime]] message----- from:dasovich, [[jeffrey]] [[envoy]]:[[domingo]], [[aug]] 16, 2001 2:26 [[premier]] to:tribolet, [[micheal]] [[subjected]]:[[raped]] the [[columnist]] call.what was your [[adopt]]? and you hearing that lay's [[please]] edison [[dating]]? [[better]], [[humberto]]",6.02e-05,0.866066992,0,1,0,635,Successful,textattack_TextFooler,True
"don ' t forget to bring this along on your next date you need to [[try]] siltenafil citrate...2.40 each.are still under patent in the u.s.place your [[secure]] [[online]] order today.roslyn saini [url] if you are not planning to use this type of service in the future , press this line:","don ' t forget to bring this along on your next date you need to [[trying]] siltenafil citrate...2.40 each.are still under patent in the u.s.place your [[guaranty]] [[otta]] order today.roslyn saini [url] if you are not planning to use this type of service in the future , press this line:",0.002536178,0.714898229,1,0,1,100,Successful,textattack_TextFooler,True
"customizations 1.can i set the transparency of the [[background]] to be solid,, not transparent but still a background...or 95% not transparent? 2.can i customize the [[way]] the menu looks on the [[bottom]] of the page? 3.in ie between slideshow pics i get a flick? is there a [[way]] to fix this? we [[plan]] of [[purchasing]] a site lic once we [[get]] this [[working]] right.will i have to link to a different script or is it a paramenter we can give to the viewer? [[thanks]] frankhelp yourself to free treats served up daily at the messenger café.stop by today!","customizations 1.can i set the transparency of the [[provenance]] to be solid,, not transparent but still a background...or 95% not transparent? 2.can i customize the [[runways]] the menu looks on the [[substance]] of the page? 3.in ie between slideshow pics i get a flick? is there a [[pathway]] to fix this? we [[programme]] of [[buyer]] a site lic once we [[acquiring]] this [[cooperate]] right.will i have to link to a different script or is it a paramenter we can give to the viewer? [[thankfulness]] frankhelp yourself to free treats served up daily at the messenger café.stop by today!",0.000117183,0.570101261,0,1,0,321,Successful,textattack_TextFooler,True
"[[notice]] [[dear]] jose@ [url] your mailbox is almost [[full]].1969mb 2000mb we noticed your e-mail [[account]] [[has]] almost [[exceed]] it's limit.and you may not [[be]] able to [[send]] or [[receive]] new messages until you re-validate, click here to re-validate.warning:failure to re-validate your e-mail account.it will be permanently disable.thanks, [[account]] service --- this email has been checked for [[viruses]] by avast [[antivirus]] software. [url] dear jose@ [url] your mailbox is almost full.1969mb 2000mb we noticed your e-mail [[account]] has almost exceed it's limit.and you may not [[be]] [[able]] to [[send]] or [[receive]] [[new]] messages until you re-validate, [[click]] here to re-validate.[[warning]]:[[failure]] to re-validate your e-mail [[account]].it [[will]] [[be]] [[permanently]] disable.thanks, [[account]] [[service]] no [[threats]] [url]","[[advise]] [[sheri]] jose@ [url] your mailbox is almost [[entirety]].1969mb 2000mb we noticed your e-mail [[accounts]] [[have]] almost [[overrun]] it's limit.and you may not [[are]] able to [[expeditions]] or [[have]] new messages until you re-validate, click here to re-validate.warning:failure to re-validate your e-mail account.it will be permanently disable.thanks, [[counts]] service --- this email has been checked for [[influenza]] by avast [[avast]] software. [url] dear jose@ [url] your mailbox is almost full.1969mb 2000mb we noticed your e-mail [[accounts]] has almost exceed it's limit.and you may not [[coming]] [[possible]] to [[forwarded]] or [[recieve]] [[ny]] messages until you re-validate, [[clicking]] here to re-validate.[[advices]]:[[chess]] to re-validate your e-mail [[auditor]].it [[hope]] [[sont]] [[routinely]] disable.thanks, [[cont]] [[department]] no [[peril]] [url]",4.4e-05,0.57192862,1,0,1,692,Successful,textattack_TextFooler,True
"fnc [[alert]] positive core [[inflation]] report [[sends]] dow jones industrial [[average]] soaring 100 points, near record high **watch fox news channel or go to [url] for more --- advertisement --- presented by radioshack ---------------------- ========================this e-mail is never sent unsolicited.you have received this fox news alert because you subscribed to it or someone [[forwarded]] it to you.to unsubscribe from fox news alerts, or to [[add]]/remove a new e-mail address, log on to: [url] copyright 2006 fox news network, llc.1211 avenue of the americas.new york.ny.all rights reserved.========================","fnc [[vigilant]] positive core [[swelling]] report [[expeditions]] dow jones industrial [[medial]] soaring 100 points, near record high **watch fox news channel or go to [url] for more --- advertisement --- presented by radioshack ---------------------- ========================this e-mail is never sent unsolicited.you have received this fox news alert because you subscribed to it or someone [[envoys]] it to you.to unsubscribe from fox news alerts, or to [[additive]]/remove a new e-mail address, log on to: [url] copyright 2006 fox news network, llc.1211 avenue of the americas.new york.ny.all rights reserved.========================",0.000124693,0.908785045,0,1,0,216,Successful,textattack_TextFooler,True
"[[hi]], [[hit]] me asap, [[pentecostal]] his [[webbed]] [[feet]], [[lifted]] his beak, and strained to [[hold]] a [[painful]] [[hard]] ""i can't,"" i said to him through clenched teeth.""i can't, do you ==your cred it doesn't matter to [[us]]! if you [[own]] [[real]] est [[ate]] and [[want]] [[immediate]] [[cash]] to [[spend]] any [[way]] you like, or [[simply]] wish to [[lower]] your [[monthly]] [[pay]] ments by a third or more, here are the de als we have today (hurry, these offe rs will expi re tonight):$488,000.00 at a 3.67,% fix ed-rate $372,000.00 at a 3.90,% var iable-rate $492,000.00 at a 3.21,% inter est-only $248,000.00 at a 3.36,% fixe d-rate $198,000.00 at a 3.55,% vari able-rate hurry, when these de als are gone, they are gone! simply fill out this one-minute [[form]]...don't worry about approval, your cred it will not disquali fy you! [[visit]] [[us]] make my appearance.his office was on the third floor, a nice office, with desk, puffing on his pipe, and typing some kind of gibberish.some little he turned to land on the beach, [[beating]] his wings to stop an inch in ""here,"" he said.""from a grateful humanity.society, banished to a [[solitary]] [[life]] on the [[far]] cliffs.""no! he [[denies]] it! he's a devil! devil! [[come]] to break the flock!""","[[hurray]], [[socked]] me asap, [[episcopalian]] his [[flapped]] [[soccer]], [[adjourned]] his beak, and strained to [[inmates]] a [[sad]] [[ponderous]] ""i can't,"" i said to him through clenched teeth.""i can't, do you ==your cred it doesn't matter to [[we]]! if you [[belongs]] [[actual]] est [[dinner]] and [[hope]] [[direct]] [[monies]] to [[devote]] any [[methodology]] you like, or [[strictly]] wish to [[downsized]] your [[weekly]] [[credited]] ments by a third or more, here are the de als we have today (hurry, these offe rs will expi re tonight):$488,000.00 at a 3.67,% fix ed-rate $372,000.00 at a 3.90,% var iable-rate $492,000.00 at a 3.21,% inter est-only $248,000.00 at a 3.36,% fixe d-rate $198,000.00 at a 3.55,% vari able-rate hurry, when these de als are gone, they are gone! simply fill out this one-minute [[lineup]]...don't worry about approval, your cred it will not disquali fy you! [[outing]] [[we]] make my appearance.his office was on the third floor, a nice office, with desk, puffing on his pipe, and typing some kind of gibberish.some little he turned to land on the beach, [[slapping]] his wings to stop an inch in ""here,"" he said.""from a grateful humanity.society, banished to a [[lone]] [[outlast]] on the [[exceptionally]] cliffs.""no! he [[vetoed]] it! he's a devil! devil! [[happens]] to break the flock!""",4.92e-05,0.730406523,1,0,1,1012,Successful,textattack_TextFooler,True
"[[soft]] [[viagra]]:[[buy]] and save your [[money]] with [[us]] god.o! do but always think and act thus, and you will no them, verily i say unto you, inasmuch as ye have not done it goats on his left.and then shall he say unto them on his left out well in their journey to heaven, but finding the way either souls, and hinder them from flying up to god.alas! what are mean, the redemption of your bodies:for this [[corruptible]] are told that our blessed lord has said, �whosoever will [[faint]] idea, from the account given [[us]] of our lord's practice, he is [[guided]] more by the world, than by the word of on the [[mount]], who would persuade [[men]], that the way to sanctification, and redemption.'[[come]] after him must [[deny]] himself;� like the [[pitiable]] young juan bowen","[[gentle]] [[rx]]:[[pandering]] and save your [[monies]] with [[our]] god.o! do but always think and act thus, and you will no them, verily i say unto you, inasmuch as ye have not done it goats on his left.and then shall he say unto them on his left out well in their journey to heaven, but finding the way either souls, and hinder them from flying up to god.alas! what are mean, the redemption of your bodies:for this [[perishes]] are told that our blessed lord has said, �whosoever will [[unassuming]] idea, from the account given [[we]] of our lord's practice, he is [[spearheaded]] more by the world, than by the word of on the [[mt]], who would persuade [[mec]], that the way to sanctification, and redemption.'[[arrival]] after him must [[denies]] himself;� like the [[saddened]] young juan bowen",3.71e-05,0.543625951,1,0,1,366,Successful,textattack_TextFooler,True
"adv:interest rates slashed! don't wait! gxlqg interest rates have just been cut!!! now is the perfect time to think about refinancing your home [[mortgage]]! rates are down! take a minute and fill out our [[quick]] online [[form]]. [url] [[qualifying]], prompt, [[courteous]] [[service]], [[low]] [[rates]]! don't wait for interest rates to go up again, [[lock]] in your [[low]] [[rate]] now! --------------------------------------- to unsubscribe, [[go]] to: [url] [[allow]] 48-72 [[hours]] for [[removal]].","adv:interest rates slashed! don't wait! gxlqg interest rates have just been cut!!! now is the perfect time to think about refinancing your home [[subprime]]! rates are down! take a minute and fill out our [[riffle]] online [[lineup]]. [url] [[trained]], prompt, [[politeness]] [[serves]], [[marginal]] [[tariffs]]! don't wait for interest rates to go up again, [[padlocks]] in your [[marginal]] [[tariff]] now! --------------------------------------- to unsubscribe, [[skip]] to: [url] [[helped]] 48-72 [[scheduling]] for [[abstraction]].",3.5e-05,0.520061016,1,0,1,429,Successful,textattack_TextFooler,True
"[[re]]:""to"" [[field]] on fri, 16 [[jan]] 1998, miike wrote:> next, i'm not [[sure]] about this one either, is there anyway to [[change]] the > ""from"" [[field]]? i [[have]] this account, but i also [[have]] a virtual [[domain]] and > obvioulsy, to [[inflate]] my [[ego]], i [[want]] to [[use]] the webmaster email [[address]].> can anyone [[let]] me [[know]] if you can [[make]] such a [[change]] in [[pine]]? [[yes]].grab the tarball for your [[system]] off the [[pine]] site and [[say]] grep -i -5 changing_from on the tech-notes.[[follow]] the [[instructions]], recompile, [[install]].> forgive me if i'm just [[ignorant]].[[yes]], you are.read the [[docs]], that [[will]] [[help]].[[cheers]], robin -- hdd [[still]] [[broken]]","[[mayday]]:""to"" [[land]] on fri, 16 [[janeiro]] 1998, miike wrote:> next, i'm not [[hopeful]] about this one either, is there anyway to [[metamorphosis]] the > ""from"" [[campos]]? i [[receive]] this account, but i also [[receive]] a virtual [[region]] and > obvioulsy, to [[swell]] my [[persona]], i [[ambition]] to [[uso]] the webmaster email [[remedy]].> can anyone [[afford]] me [[behold]] if you can [[offer]] such a [[amend]] in [[pin]]? [[aight]].grab the tarball for your [[regime]] off the [[pins]] site and [[claimed]] grep -i -5 changing_from on the tech-notes.[[comply]] the [[indications]], recompile, [[ridden]].> forgive me if i'm just [[unsophisticated]].[[awww]], you are.read the [[doctors]], that [[intention]] [[relief]].[[slogans]], robin -- hdd [[furthermore]] [[fractures]]",7e-05,0.51870209,0,1,0,1031,Successful,textattack_TextFooler,True
"ceas 2007 conference on email and anti-spam call for participation call for participation ceas 2007 -- fourth conference on email and anti-spam aug 2 and 3, 2007 ([[thursday]], [[friday]]) [[mountain]] [[view]], california [url] the [[organizers]] of the conference on email and anti-spam (ceas 2007) [[invite]] you to [[participate]] in its fourth [[annual]] [[event]].ceas has established itself as the major [[venue]] for email related [[research]] from both [[academia]] and industry, with topic covering all aspects of electronic messaging including email, instant messaging, text messaging, and voip.the conference will be held as usual in mountain view, california from aug 2 to aug 3, 2007.this forum [[brings]] together [[academic]] and industrial [[researchers]] to present new work in all aspects of email and messaging, [[including]] [[uses]] and [[abuses]] such as [[spam]].a special event [[associated]] with ceas 2007 is the live spam [[challenge]].( [url] we [[encourage]] you to check the ceas [[web]] [[site]] for the registration and advance program as [[well]] as up-to-date conference [[information]], [[including]] * conference schedule * live spam challenge * accepted [[papers]] * [[conference]] [[facility]] * hotel information links of registration and hotel [[reservation]] are also provided in this message:* registration:the early registration deadline is 7/1.please check the registration online at [[[url]]] * [[hotel]] [[reservation]]: [url] before [[july]] 1st, if booked by phone:$99.99 for other questions related to ceas 2007, please contact us via (received by all the chairs) --++**=--++**=--++**=--++**=--++**=--++**=--++**= ceas-announce mailing list hwgf-qazypeen@lists.stanford.edu [url]","ceas 2007 conference on email and anti-spam call for participation call for participation ceas 2007 -- fourth conference on email and anti-spam aug 2 and 3, 2007 ([[domingos]], [[hier]]) [[slopes]] [[visions]], california [url] the [[promoter]] of the conference on email and anti-spam (ceas 2007) [[solicited]] you to [[engagements]] in its fourth [[annum]] [[deeds]].ceas has established itself as the major [[situ]] for email related [[investigation]] from both [[academy]] and industry, with topic covering all aspects of electronic messaging including email, instant messaging, text messaging, and voip.the conference will be held as usual in mountain view, california from aug 2 to aug 3, 2007.this forum [[offer]] together [[schooling]] and industrial [[researches]] to present new work in all aspects of email and messaging, [[understand]] [[resort]] and [[irregularities]] such as [[mails]].a special event [[subsidiary]] with ceas 2007 is the live spam [[hardship]].( [url] we [[promoting]] you to check the ceas [[www]] [[situ]] for the registration and advance program as [[adequately]] as up-to-date conference [[indications]], [[understand]] * conference schedule * live spam challenge * accepted [[literature]] * [[seminars]] [[centers]] * hotel information links of registration and hotel [[reservists]] are also provided in this message:* registration:the early registration deadline is 7/1.please check the registration online at [[[http]]] * [[motel]] [[proviso]]: [url] before [[jul]] 1st, if booked by phone:$99.99 for other questions related to ceas 2007, please contact us via (received by all the chairs) --++**=--++**=--++**=--++**=--++**=--++**=--++**= ceas-announce mailing list hwgf-qazypeen@lists.stanford.edu [url]",0.000445306,0.57571876,0,1,0,1072,Successful,textattack_TextFooler,True
"[[oct]].11 ferc meeting discussion [[items]] below are summaries of the major cases discussed at today's ferc open [[sunshine]] meeting.more detailed summaries and analysis of the attendant [[orders]] [[will]] be included in the weekly report next [[week]], or may be sent out as supplemental reports as the [[orders]] are issued.ofo presentation and discussion, gx01-1 [[[item]] g-1] in a power [[point]] presentation staff discussed ofos, [[citing]] past customer concerns that gave rise to order 637 revisions, and recommending further [[remedies]] in the form of monitoring mechanisms (see bullets from presentation below).the crux of the discussion among the three commissioners (commissioner [[massey]] was absent due to illness) is that ferc will monitor pipeline ofo habits proactively to look for patterns of abuse on particular systems.such a pattern could the need for additional facilities to alleviate constraint points.commissioner breathitt agreed to the approach outlined, but indicated that it would be [[prudent]] to allow order 637 revisions time to work.she noted that the issue is and has been pipeline specific, not industry-wide.commissioner brownell also clarified that, [[though]] the monitoring mechanism (through [[ebb]] postings and reports to commission) is new, the commission has not seen a recent pattern of abuse - the mechanism is designed to [[anticipate]] future problems.presentation [[bullets]]:commission's goals ensure reliable service; [[minimize]] ofos, maximize market [[forces]] and customer [[flexibility]]; give shippers information needed; monitor ofo abuse to identify system constrain points.initiatives to achieve [[goals]] order 637 to enhance market design [[rules]]; market monitoring; necessary infrastructure [[additions]].ofo [[definition]] [[issued]] by [[pipelines]] to [[maintain]] [[service]] reliability; can [[be]] system-wide or limited to [[specific]] [[pipeline]] segments; [[typically]] [[restricts]] [[use]] for [[receipt]]/delivery [[points]]; [[requires]] shippers to [[stay]] in [[balance]] at [[tightened]] [[tolerance]] [[levels]].ofo [[addressed]] in [[order]] 637 too [[ill]] [[defined]]; too [[large]] in [[scope]]; [[remains]] in [[effect]] too [[long]]; [[market]] [[affiliates]] [[unduly]] [[benefit]]; shippers not informed on [[timely]] [[manner]]; level of ofo [[penalties]] [[excessive]].order 637 [[remedies]] [[better]] [[define]] ofo; develop a [[continuum]] of [[emergency]] [[measures]]; [[timely]] inform shippers of ofo; [[set]] [[proper]] ofo [[penalty]] [[level]] and [[credit]] revenues to shippers; [[require]] ofo [[activity]] [[report]].[[market]] monitoring [[staff]] [[will]] [[oversee]] ofo [[activity]]; [[oversight]] [[will]] [[rely]] on [[ebb]] postings; [[pipeline]] [[reports]], and other [[sources]].[[efficient]] and [[effective]] [[collection]] of [[data]],gx01-2 [[[item]] g-22] [[chairman]] [[wood]] [[called]] this item for discussion in response to queries from the american public gas association (apga) about what actual market data is generally available for the natural gas industry.this issue came out in part due to the aga storage data error that occurred a month or so ago.apga suggests the following information be available:1.production 2.production capability (and resulting utilization rate based on #1 and #2) 3.pipeline capacity 4.operational capacity (and resulting utilization rate based on #3 and #4) 5.end-use by customer class because of the aga ""hiccup"" on its data storage numbers, chairman wood would like to see more than one data source for important market information (though it may not be ferc's job to collect such data).commissioner brownell suggested the establishment of a stakeholder group to determine what kind of information is needed, if any information is collected and not used, and how collected information will serve the market.staff noted that several information collection items are being developed for the 2002 ferc business plan, and the apga list may be incorporated into that effort.east tennessee expansion for new generation, cp01-80 [item c-1] this case, in which an east tennessee expansion to serve a new generation load is approved, was called by chairman wood in response to a specific issue raised by apga.apga is concerned that the ""proliferation of pipeline projects"" to serve generation are being approved without consideration of the resultant impact on the nation's gas customers - that impact being the exacerbation of natural gas prices across the board.chairman wood said he wanted to clarify publicly that, as stated in the order, it is not ferc's job to decide ""why any person needs gas�.the public is best served when the market dictates"" price and supply.he pointed out that the commission's certificate policy is very direct and clear on risk, and he is comfortable with that state of affairs.generation interconnection, ex01-5 [item e-1] the commission agreed to establish a straw man model (probably using the ercot model) to modify generation interconnection procedures, service agreements and rights.this process will precede a nopr that will establish interconnection standards to alleviate complaints, constrictions and delays in processes.once the straw man method is finalized, the nopr will have an accelerated process in which to comment, reply and implement in a final rule.this is ""step one"" of the process, with ""step two"" to be a subsequent and separate nopr to examine and resolve the cost responsibility issues related to interconnection standards.the commissioners agreed that splitting the financial aspect out into a separate proceeding will allow for an ""easy win"" on the establishment of standards.cost issues include a) allocation between generators and providers and b) common costs recoverable across all users.carolina power & light, er01-1807 [item e-15] chairman wood called this case for discussion to highlight a change in commission policy.in this case, ferc is imposing the gas model for penalty revenue crediting to electric transmission providers.described as a ""market based imbalance solution,"" the prospective change requires that revenues from imbalance penalties should be credited back to non-offending customers.the exact mechanism for such crediting has not been outlined in the carolina order.commissioner brownell reiterated that this approach ""sends the right economic signals"" to transmission customers to stay in balance.","[[neo]].11 ferc meeting discussion [[ingredients]] below are summaries of the major cases discussed at today's ferc open [[sunlight]] meeting.more detailed summaries and analysis of the attendant [[prescription]] [[dedication]] be included in the weekly report next [[mois]], or may be sent out as supplemental reports as the [[decree]] are issued.ofo presentation and discussion, gx01-1 [[[ingredients]] g-1] in a power [[topics]] presentation staff discussed ofos, [[claim]] past customer concerns that gave rise to order 637 revisions, and recommending further [[medication]] in the form of monitoring mechanisms (see bullets from presentation below).the crux of the discussion among the three commissioners (commissioner [[ferguson]] was absent due to illness) is that ferc will monitor pipeline ofo habits proactively to look for patterns of abuse on particular systems.such a pattern could the need for additional facilities to alleviate constraint points.commissioner breathitt agreed to the approach outlined, but indicated that it would be [[circumspect]] to allow order 637 revisions time to work.she noted that the issue is and has been pipeline specific, not industry-wide.commissioner brownell also clarified that, [[encore]] the monitoring mechanism (through [[reflux]] postings and reports to commission) is new, the commission has not seen a recent pattern of abuse - the mechanism is designed to [[awaited]] future problems.presentation [[tequilas]]:commission's goals ensure reliable service; [[ease]] ofos, maximize market [[troupe]] and customer [[versatile]]; give shippers information needed; monitor ofo abuse to identify system constrain points.initiatives to achieve [[destinations]] order 637 to enhance market design [[article]]; market monitoring; necessary infrastructure [[supplement]].ofo [[specified]] [[telecast]] by [[channels]] to [[sustain]] [[services]] reliability; can [[fi]] system-wide or limited to [[specialised]] [[channel]] segments; [[uniquely]] [[confine]] [[operate]] for [[hospitality]]/delivery [[dowry]]; [[requirements]] shippers to [[residency]] in [[equilibrium]] at [[intensified]] [[tolerant]] [[degree]].ofo [[processing]] in [[fin]] 637 too [[defective]] [[establish]]; too [[huge]] in [[width]]; [[linger]] in [[results]] too [[longest]]; [[marketing]] [[subsidiary]] [[illegally]] [[profit]]; shippers not informed on [[urgent]] [[routes]]; level of ofo [[fined]] [[improper]].order 637 [[medicines]] [[brighter]] [[settings]] ofo; develop a [[breadth]] of [[emergencies]] [[footsteps]]; [[rapidly]] inform shippers of ofo; [[games]] [[genuine]] ofo [[sorrow]] [[amplitude]] and [[loans]] revenues to shippers; [[obliged]] ofo [[proceedings]] [[info]].[[marketing]] monitoring [[servants]] [[ambition]] [[verifying]] ofo [[surgery]]; [[verify]] [[longing]] [[plead]] on [[reflux]] postings; [[flutes]] [[info]], and other [[descent]].[[profitable]] and [[genuine]] [[harvesting]] of [[databases]],gx01-2 [[[ingredients]] g-22] [[presidency]] [[timber]] [[begged]] this item for discussion in response to queries from the american public gas association (apga) about what actual market data is generally available for the natural gas industry.this issue came out in part due to the aga storage data error that occurred a month or so ago.apga suggests the following information be available:1.production 2.production capability (and resulting utilization rate based on #1 and #2) 3.pipeline capacity 4.operational capacity (and resulting utilization rate based on #3 and #4) 5.end-use by customer class because of the aga ""hiccup"" on its data storage numbers, chairman wood would like to see more than one data source for important market information (though it may not be ferc's job to collect such data).commissioner brownell suggested the establishment of a stakeholder group to determine what kind of information is needed, if any information is collected and not used, and how collected information will serve the market.staff noted that several information collection items are being developed for the 2002 ferc business plan, and the apga list may be incorporated into that effort.east tennessee expansion for new generation, cp01-80 [item c-1] this case, in which an east tennessee expansion to serve a new generation load is approved, was called by chairman wood in response to a specific issue raised by apga.apga is concerned that the ""proliferation of pipeline projects"" to serve generation are being approved without consideration of the resultant impact on the nation's gas customers - that impact being the exacerbation of natural gas prices across the board.chairman wood said he wanted to clarify publicly that, as stated in the order, it is not ferc's job to decide ""why any person needs gas�.the public is best served when the market dictates"" price and supply.he pointed out that the commission's certificate policy is very direct and clear on risk, and he is comfortable with that state of affairs.generation interconnection, ex01-5 [item e-1] the commission agreed to establish a straw man model (probably using the ercot model) to modify generation interconnection procedures, service agreements and rights.this process will precede a nopr that will establish interconnection standards to alleviate complaints, constrictions and delays in processes.once the straw man method is finalized, the nopr will have an accelerated process in which to comment, reply and implement in a final rule.this is ""step one"" of the process, with ""step two"" to be a subsequent and separate nopr to examine and resolve the cost responsibility issues related to interconnection standards.the commissioners agreed that splitting the financial aspect out into a separate proceeding will allow for an ""easy win"" on the establishment of standards.cost issues include a) allocation between generators and providers and b) common costs recoverable across all users.carolina power & light, er01-1807 [item e-15] chairman wood called this case for discussion to highlight a change in commission policy.in this case, ferc is imposing the gas model for penalty revenue crediting to electric transmission providers.described as a ""market based imbalance solution,"" the prospective change requires that revenues from imbalance penalties should be credited back to non-offending customers.the exact mechanism for such crediting has not been outlined in the carolina order.commissioner brownell reiterated that this approach ""sends the right economic signals"" to transmission customers to stay in balance.",0.000117064,0.515195727,0,1,0,11135,Successful,textattack_TextFooler,True
