text,true_label,pred_label,prob_ham,prob_phishing,true_name,pred_name,confidence,error_type,split
"the [url] morning scoop quotes:please support our advertisers sponsored by:ameritrade the scoop after a pretty uneventful morning session, the market perked up in the afternoon, led by the strength in the blue chip components and a welcome rebound in the tech sector...strikingly, the indices staged another late rally that left them at, or near, their best levels of the day...in fact, combined with yesterday's gain, the dow made up the entirety, and then some, of tuesday's 247-point loss...a number of components played a part in today's advance, but none more so than procter & gamble (pg +3.39), which overwhelmed the market with its better than expected fiscal q2 earnings report and reassuring fy02 guidance...pg, essentially, set the tone for the blue chip outperformance today, which...[full story ] sponsored by:ameritrade get convenient client services, powerful tools and advanced trading technology.open an ameritrade(r) account and receive 25 commission-free trades.trade [url] dow jones dow jones ind 30 nasdaq comp.nasdaq comp.most popular stocks km 1.49 0.10 cien 12.7 -0.81 gblxq 0.097 0.00 enrnq 0.415 0.01 aol 26.31 -0.09 tyc 35.15 0.30 gx 0.3 0.00 csco 19.78 0.44 if you have questions about our site, please email us at info@ [url] there's a subject you'd like to read about, please email us at editor@ [url] unsubscribe from this mailing, please click here to go to [url] [url] incorporated.market data provided in part by: [url] all quotes delayed at least 15 minutes.(except in screamer - real-time portfolio tracker) by accessing and using this page you agree to the terms of service.",1,0,0.7984463,0.20155372,Phishing,Ham,0.7984463,FN,train
"delivery confirmation, tracking number:rvp90042224472srx [url] aren't enjoying running.",1,0,0.8714197,0.12858027,Phishing,Ham,0.8714197,FN,train
"a rider and two spectators have been killed during the tt race on the isle of man.two other people were injured, say the race organisers.for more details: [url] ------------------------------------------------ this e-mail is never sent unsolicited.you have received this bbc breaking news alert because you subscribed to it or, someone forwarded it to you.to unsubscribe (or subscribe if this message was forwarded to you) go to: [url] 0",1,0,0.9967648,0.0032352514,Phishing,Ham,0.9967648,FN,train
"researchers have been looking into this, but - as for most areas in aging research - there is comparatively little funding for these sorts of studies.that is the question that scientists are currently attempting to answer; there are a number of good theories on the go."" this article serves as a reminder of the dangers posed to the future of medical research, healthy and longevity by people like leon kass.if the latter, however, telomere research might yield untold dividends.as i've been saying for a while, the scientific side of progress towards a cure for aging and age-related degenerative diseases is sure-footed.investors are scared away by political threats to fundamental technologies like therapeutic cloning."" given the cancer link, telomere research is important in any case.htmlthe in-house health media at the aarp are starting to show an interest in healthy life extension, as well they might.""but while they may not be investing in the companies themselves, venture capitalists haven't completely abandoned stem-cell work.is demography destiny? transhumanist groups have long played an important part in the healthy life extension community.we should all be thinking about such things, but this piece only covers half of the topic.it is one of the great accomplishments of the past century.here is one other thing to bear in mind:rather than chasing supplements that may add a few healthy years to our lives, shouldn't we be calling for faster progress towards a cure for aging? phpwhile meandering the web, as i often do on sundays, i came across a promising article from harry moody, one of the many bioethics-oriented folks affiliated with the international longevity center.un ban on therapeutic cloning likely? "" biogerontologist aubrey de grey makes the case that ""eventually"" can - with public support and better funding - be within twenty years.",1,0,0.9474117,0.052588236,Phishing,Ham,0.9474117,FN,train
"what.s up, matilda papd model beatrice is proving is displaying [url] > germonicarum dexithea olophus against lonie > stilton somebody suffers 6446 myself demorevcat",1,0,0.9998692,0.00013076245,Phishing,Ham,0.9998692,FN,train
"protect yourself & profit in the coming crash protect yourself & profit in the coming crash =========================================== we love giving our [url] members benefits like access to this timely message.in order to ensure you keep receiving special alerts and offers like this one, please take a moment to click the link in this message to reconfirm that this is the email address where you want to receive emails from [url] june 13, 2007 fellow investor, while wall street was partying like it was 1999 all over again… …i was warning my trending123 subscribers – and anyone else who would listen – about the “coming crash.” i closed all our long-side trades – took our substantial profits – and warned everyone to hunker down until the storm clouds cleared.now – with the dow down more than 400 points at times last week, and continued volatility, i’m getting a lot of “thank-yous” thrown my way.but i’m not resting on my laurels.the worst isn’t over – not by a long shot.that’s why i have an urgent video presentation for you to watch now.as you’ll see, all the market charts – from the nasdaq’s “qqqq” to the s&p 500, and so on – point to an impending calamity for most investors.the dow could drop as much as 2,000 points from its highs before it’s all over.stand in the way and you will be crushed.why should you listen to what i say? first of all, it’ll only take a few minutes of your time, but could save you many thousands of dollars.you’ll learn how to protect your portfolio — even how to profit through the plunge, as other investors lose their shirts.what’s more, i have a history with events like this.i started my trending123 trading service back in 1999 precisely to warn people about the impending nasdaq meltdown.and if it’s profits you’re looking for, consider this:at trending123, we have closed 67 short-term trades so far this year, and 78% of them have been winning trades.on an annualized basis, we’re averaged 114% gains on each one of those trades! so please, take just a few minutes now to hear me out.you owe it to yourself to at least consider what i’m saying.click here to watch now.sincerely, john lansingtrending123 manage your investorplace account:we hope this timely investing advice is valuable to you.please tell us if your email has changed by visiting here: [url] you would rather not receive actionable investing advice from investorplace advisors, you can let us know by visiting [url] we will honor your request within 7-10 days.acp phillips investment resources, llc, 2420a gehman lane lancaster, pa 17602 copyright (c) 2007 acp phillips investment resources, llc.all rights reserved.06/13/2007 5:52pm thank you for subscribing to [url] note that we cannot be liable for any missed bulletins caused by overzealous spam filters.to ensure that you continue to receive this valuable part of your service please take a moment to add (johnlansing@ [url] to your address book.click here for instructions: [url] ee==8fp187",1,0,0.93551254,0.06448748,Phishing,Ham,0.93551254,FN,train
hello just a reminder to change your addresses...by the way...i wuv u.t,0,1,0.032715946,0.967284,Ham,Phishing,0.967284,FP,train
"5 dvd's for 49� ea.with membership get 5 dvds for $0.49 each at columbia house! to unsubscribe, click here below",1,0,0.82026774,0.17973226,Phishing,Ham,0.82026774,FN,train
"download infernal on direct2drive today! direct2drive may 18th, 2007 arma:armed assault - combat operations - $39.95 arma is a first person tactical military shooter with large elements of realism and simulation.this game features a blend of large-scale military conflict spread over large areas alongside the more closed quarters battle...company of heroes - $39.95 experience the cinematic intensity and the courage and bravery of the heroes that defined a generation, set against the backdrop of the most dynamic battlefield ever seen in a game...freestyle street basketball - $19.95 a fast-paced online basketball game where players meet on virtual courts to challenge each other in a dynamic pick-up game environment, featuring cutting-edge music, fashions and gravity defying basketball moves.games under $20 check out a wide variety of big name games for under $20! rainbow six vegas - $39.95 rainbow operatives take to the chaotic streets of las vegas as an escalating terrorist siege in ""sin city"" threatens to take world terrorism to new, uncontrollable heights.24 season 6 latest episode - $1.99 as the climactic conclusion to ""day six"" nears, the administration copes with a compromising situation as jack bauer stops at nothing to get what he wants and to protect the country from an international incident that could change the world forever.1 arma:armed assault $39.95 6 the matrix online $19.99 2 company of heroes $39.95 7 infernal uncensored $39.95 3 stalker:shadow of chernobyl $39.95 8 planetside:aftershock $19.95 4 death note episode 1 $1.99 9 supreme commander $39.95 5 far cry $9.95 10 24 season 6 latest episode $1.99 to unsubscribe:click here.you have received this e-mail because you are a registered user of gamespy and have opted-in to receive gamespy email updates concerning new products and services.if you believe you're receiving this e-mail in error or prefer not to receive promotions from [url] reply to this message to opt out of future promotional mailings.our privacy policy is viewable at [url] may still receive other e-mails from gamespy.to update your e-mail address or manage your account, visit [url] may take up to 10 days for adjustments to your email preferences.if you have questions about this offer or your services, you can reach customer service here.you may mail inquiries to:ign entertainment, inc., 8000 marina boulevard, 2nd floor, brisbane, ca 94005 copyright © ign entertainment, inc.all rights reserved.",1,0,0.98074925,0.019250754,Phishing,Ham,0.98074925,FN,train
"hall of fame legally down and dirty in dixie - ussa hog huntthe first time i hunted hogs with dogs, i wasn't sure whether it would be for me, but i learned to love it in a hurry! indiana statesman, in -the isu women's studies department hosted the 10th annual gender and social justice colloquium wednesday and thursday, an event featuring speakers and panel.loading blanks in a black powder gunwar battle reenactors like to use old-timey shootin' irons loaded with black powder blanks, to go bang without making anyone go [url] crave feeds rss feed add to google add to my yahoo add to msn add to bloglines add to newsgator i crave camcorders (43) cameras (176) cars (327) desktops (123) posted in:cars tags:hyundai, genesis, 2007 new york auto show, car tech del.notching an ak safety selector lever for bolt hold-openi really like the bolt hold-open feature i added to my ak.i got good results using three very useful gun cleaning products.catharines' main fire station, 64 geneva street, at 11 a.hunting in the rainplaying in the rain is something all children do - or want to do.the dedication and bravery of these soldiers will be forever remembered.access error headline functionality has been disabled from your intranet.the rear-wheel drive genesis, which will be put into production for the 2008 model year, is driven by an all-new 4.the computers contain the names and social security numbers of employees who contributed to the pension fund between 2003 and 2006, the cps said.""apparently the update is not compatible with realtek,"" cnet news.the reasons can be as varied as the people themselves.us digg this microsoft on tuesday plans to push out a fix to repair problems caused by last week's emergency cursor flaw patch.and at first i had a hard time making myself stop loading magazines.an additional update is available from microsoft to remedy the problem, according to the company's web site.this may expose network services on hosts connected to the device to remote attackers, apple said.the computers were taken from the cps headquarters, the organization said in a statement.bottom line:the release casts a shadow over the software giant's promises that vista would be the most secure version of windows yet.our troops have a clear mission - to build security and stability in afghanistan.notching an ak safety selector lever for bolt hold-openi really like the bolt hold-open feature i added to my ak.""there is no specific evidence that data on this server were accessed inappropriately, but we cannot rule out such access,"" the university said on its web site.i love to stick up for the underdog, and have had a hyundai for the past 3 years, an elantra.on both sides of the atlantic yesterday, canadians paid their respects for the soldiers who fought in the great war.0 for java encryption and cryptography - enterprise java software developer station - [url] reader dave house wrote in an e-mail.i also extend my wishes for speedy recovery to those injured in the attack, and pray for the safety of their comrades as they press on to complete their mission.test your java language skills - java quiz 3 - enterprise java software developer station - indicthreads.6-liter ""tau"" engine, mated to a zf 6-speed automatic transmission.our soldiers were conducting convoy security operations when an improvised explosive device detonated close to their armoured vehicle.the fix will be delivered as a ""high priority"" update alongside microsoft's regular security updates, christopher budd, a microsoft security staffer wrote on a corporate blog on friday.0 - enterprise java software developer station - indicthreads.",1,0,0.9941499,0.005850066,Phishing,Ham,0.9941499,FN,train
"decibel ""if we shut down second-hand cd stores, people will have to buy shitty new ones! that game was a turning point for escobar, who had lost his job as the blue jays' closer a month earlier.",1,0,0.67066586,0.3293341,Phishing,Ham,0.67066586,FN,train
"seminario reduccion de la jornada laboral asexma ! ! ! ! ! ! si usted no puede ver este email haga click aqu? cuarto seminario 2004 reducci?n de la jornada laboral , ? impacto en la empresa ? ? a contar del 1 enero 2005 , la jornada laboral ser? de 45 hrs.semanales ! expone:sr.alvaro pizarro maass abogado universidad cat?lica de chile.ex profesor de derecho del trabajo , escuela de derecho u.de chile.profesor invitado escuela de derecho universidad de harvard usa.ex director nacional del trabajo.asesor parlamentario comisi?n del trabajo del senado y c?mara de diputados desde 1990.modera:sr.roberto fantuzzipresidente asexma chile dia:jueves 25 de noviembre de 2004 hora:08:45 a 11:30 hrs.lugar:c?rculo espa?ol , av.lib.bernardo o ? higgins 1550.estaci?n metro moneda.estacionamiento recomendado , san mart?n n 64.costo:socio asexma:$ 30.000 no socio asexma:$ 50.000 objetivos:an?lisis de los efectos de la nueva jornada de trabajo y consecuencias que provocar? en el funcionamiento de la empresa.materias:reducci?n de la jornada a 45 horas semanales.distribuci?n de la jornada de trabajo.interpretaci?n del dictamen de la inspecci?n del trabajo ( 4338 - 168 ).efectos en la rotaci?n de turnos.efectos en el proceso productivo.efectos en el feriado legal.modificaciones al valor de las horas extraordinarias.cambios en el c?lculo de remuneraciones.dirigido a:empresarios , gerentes generales , gerentes de recursos humanos , jefes de personal , abogados , contadores y encargados de personal.exito 2004:m?s de 500 participantes para su asistencia el pago debe ser efectuado hasta el 24/11/2004 depositando el monto correspondiente a nombre de asexma a.g.en la cta.cte.n? 18317201 bci , rellenar el siguiente formulario y enviar el comprobante de dep?sito al fax:4984060.si usted lo desea , completando el siguiente formulario una ejecutivase contactar? con usted.este mensaje no es spam , el remitente es conocido y usted puede borrarse de la lista que hemos usado para contactarlo.si ya no quiere recibir m?s informaci?n de asexma chile , haga click aqu? y espere algunos segundos",1,0,0.52164847,0.4783515,Phishing,Ham,0.52164847,FN,train
nan evening months garden luck similar going makes describe lay class,1,0,0.99937624,0.0006237642,Phishing,Ham,0.99937624,FN,train
"faa issues changes to light-sport aircraft rule friday june 22, 9:00 am et seattle, wa--(market wire)--jun 22, 2007 -- jim bede, director of aeronautical design for exosphere aircraft company, inc.(other otc:exsa.pk - news), was featured on market news first ( [url] in an exclusive live interview with mn1's bob leonard & rich hancock.the interview took place on june 20, 2007 at 10:30am cdt.mn1 also wrote a feature story about exsa that can be viewed on its website.the story focuses on exsa's direction in 2007 under the tutelage of jim bede, the explosive light-sport aircraft marketplace and the evolution of the industry.join jim bede to learn more about the goals of the design of the bd-22s and the bd-22, including his aim to build both the best and most affordable lsa in the market.view the story on mn1's website at the following link:website:jim bede explains exosphere.the podcast featuring jim bede can be viewed at the following link:listen:windows media about exosphere aircraft company - ( [url] exosphere aircraft company is a light-sport aircraft design and manufacturing company, pioneering new and innovative airplanes for the private builder.exosphere aims to provide the marketplace with planes that meet the majority of consumer needs, finding ways to incorporate fuel efficiency, weight limitations, plane performance and current design trends into new planes.jim bede is a well-known, innovative aircraft designer and has been highly influential in the kit plane market.bill lear, creator of the learjet, called jim, ""the best damned airplane designer in the world."" since 1961, bede has focused on making flying affordable for everyone, developing his own line of aircraft.the most famous of these, the bd-5 micro-plane was featured in two james bond movies, ""octopussy"" and ""die another day.""this is a public press release privacy statement",1,0,0.99867237,0.0013276803,Phishing,Ham,0.99867237,FN,train
news [url] has disliked writing since five weeks ago.,1,0,0.9856997,0.014300285,Phishing,Ham,0.9856997,FN,train
"digitize your memories with compaq scanners tired of searching for your photos or important files ? quit looking.we have a solution.we  ' re offering a compaq tested and approved agfa ( tm ) snapscan touch usb scanner for just $ 99.or for sharper photo reproduction , an epson ( tm ) perfection 1200 u usb scanner is available for just $ 199.picture having all your photos on your hard drive , scanned in and ready to e - mail to friends and family or to store in cd libraries.you ' ll also be able to unclutter that office , allowing you to store documents as easily as placing the original on the scanner bed and clicking.not only will these scanners simplify your life , but these great values come with easy - to - use software , are usb compatible and are ready to go a few moments out of the box.so stop your search.everything you need is just a click away.to order the agfa snapscan , go to [url] - bin 6/flo ? y = ecp 20 bdtnxori 0 crxv.to order the epson perfection , go to [url] - bin 6/flo ? y = ecp 20 bdtnxori 0 cryw.if you would rather not receive e - mails about future contests and promotions , service updates , product enhancements , cool activities or new products , please e - mail to remove your name from our mailing list.- attl.htm",0,1,0.0054176548,0.99458236,Ham,Phishing,0.99458236,FP,train
"current us realtor directory - 1 million records + brand new american real estate agents database 1,050,902 total records 85,658 emails fresh data just compiled this week - never before sold.regular price is $499 \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ \\\\\\special price until june 1st\\\\\\ \\\\\\\\\\\\\\only $299!\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ for additional details or to purchase this database please send an email to:realtorlist@ [url] to cease future correspondence please reply with ""777"" in the subject heading",1,0,0.998487,0.0015130335,Phishing,Ham,0.998487,FN,train
"mash tungstate gaul mullen tungstate delicatessen freshmen baptistery? fungicide, opine monetarist.pica stumpy peat mouthpiece bisect transpose, shipmen lebensraum stumpy premier shipmen stumpy.premier paradoxic amanuensis propitiate clarity pica? opine, tracery contributory.freshmen hadron ubiquity contributory freshmen ubiquity, ruthenium monetarist paradoxic raspberry leaky clarity.upslope opine fungicide fungicide somewhere berlitz? transpose, clarity delicatessen.marsh ubiquity.",1,0,0.98728895,0.012711045,Phishing,Ham,0.98728895,FN,train
"pgs winter/spring seminar schedule pgs is pleased to announce its new winter/spring seminar schedule for houston and philadelphia.(see seminar list below).for more information, call 412-279-9298 or visit [url] please forward this information to anyone who might benefit from a better understanding of energy derivatives, risk management, gas-to-electricity arbitrage, statistics or electric power trading.available seminars include:1) fundamentals of energy futures, options & derivatives 2) fundamentals of the electric power industry 3) gas-to-electricity arbitrage & how to maximize the profitability of electric generation assets 4) developing effective risk management policies & procedures (john wengler) 5) fundamentals of statistical analysis (dr.ken skinner) 6) how to value electric generation assets as real options 7) fundamentals of value-at-risk (soli forouzan) save money by bringing a group of 4 or more.with a group rate, your cost for our $1,295 seminars is reduced to $895 per attendee-- a savings of $1,600 from our regular prices.the group price for the $695 programs is $495.thank you.john adamiak pgs energy training",1,0,0.8753738,0.12462622,Phishing,Ham,0.8753738,FN,train
"richard tiptoed on rocks sticking up above the water as he crossed a small [url] takes care of finding and loading the appropriate server, creating a com object instance of the desired component, and providing the client with the requested interface to the object.this does not usually entail changes in the order of the fields of resource data structures, but does entail the need for some padding between fields.kritisch-literarische ubersicht der reisenden in russland bis 1700, deren berichte bekannt sind.if you are keeping a mirror of the file on your website please be sure to update it on a regular basis.richard tiptoed on rocks sticking up above the water as he crossed a small stream.there was a cold purplish flash.musicmatch jukebox plus v10.pojalsta pomogite s programmoy.by default, the selection is placed in a channel in your active image.",1,0,0.98782825,0.012171742,Phishing,Ham,0.98782825,FN,train
"homogeneity melodious (december 3, 2006) dec.she said:""thank goodness cair was there.5, 2007 update:reut cohen, who took the second video listed above, wrote up the talk as ""pro-israel speech finds both support and protest from students"" for the uc-irvine newspaper, new university."" new york post, april 28, 2003.judy chu of california state assembly said that when she was first elected to the state assembly in 2001, she wanted to be on the select committee on hate crimes."" new york sun, may 2, 2006.cease-fires benefit israel in two main ways.""'the largest embassy ever run by any country'.some highlights of the british report, as summarized by reuters:based on data from the 2001 national census, the 162-page study paints a relatively bleak picture of life for britain's 1.the un resolution demarcated the land border between the two nations and granted kuwait some territory that had previously been held by iraq.some 44 percent of ethnic bangladeshi and 26 percent of ethnic pakistani households were deemed to be overcrowded, against an average for the country of seven percent.",1,0,0.9919946,0.008005329,Phishing,Ham,0.9919946,FN,train
"internet pc user group internet pc user group ( "" ipcug "" ) newsletter first quarter 1999 table of contents ( 1 ) general ; ; ; ( 1a ) introduction ; ; ; ( 1b ) update ; ; ; ( 1c ) news ( 2 ) review ; ; ; ( 2a ) # 1 - tufftest - lite - free pc diagnostics utility ; ; ; ; [ download @ [url] ] ; ; ; ( 2b ) call for reviews/reviewers ( 3 ) contact information ( 1 ) general ( 1a ) introduction ; the purpose of the ipcug is to bring together people interested in the fast paced and constantly changing world of computers & the internet.ipcug is designed as an open club to people of all disciplines.ipcug offers a variety of interesting services to its members , such as: ; ; offering a resource base for users.fellow members can learn from each other in a friendly and relaxed atmosphere , anywhere there is access to the internet. ; ; operating a web site , which enables a great number of people to communicate through messages and realtime chat. ; ; we are always looking for pc owners ( this includes mac users ! ) to suggest products or do reviews. ; ; whenever possible we will try to secure member discounts for products and services. ; ; and lastly there is more to ipcug than just the internet ! the ipcug is a synergistic forum made up by it 's incredibly diverse user base.( 1b ) update ; our website continues to expand and grow.thank you for all your help and suggestions.our search for new mailing list software continues.( 1c ) news ipcug is working on creating local chapters and monthly meetings.ipcug is also working on details that would enable our group to have yearly gatherings.ipcug would like to attend an upcoming comdex.as the ipcug continues to grow , there will be more reviews , & user contribution.it 's an exciting time to be an ipcug member.( 2 ) review ( 2a ) # 1 - tufftest - lite - free pc diagnostics utility ; ; ; ; [ download @ [url] ] ; you arrive home with your new computer.sure , it hurt paying $ 1 , 800 , but you have it all - - large cardboard boxes , yards of cables , oceans of foam packing.assembly is a snap.as they told you in the store , every cable only fits one way.you follow all the instructions , turn it on and everything is perfect - you are very proud of yourself. ; months later you start to experience mysterious problems and occasional system lock ups.probably some software tsr or driver has conflicted with windows again.as before , you spend endless hours trying to track it down , but this time to no avail.then one day , unfortunately just after the warranty runs out , it stops working.when you boot , you see a cryptic error message that says something about memory , or parity , or some such thing. ; maybe you ' ll spend a lot of time swapping parts and playing with your computer 's insides - but if you do n't have the time or the skills , you ' ll lug the beast down to the repair shop and wait hours for their low-cost "" instant "" diagnostic service.then you ' ll pay "" more "" to get it fixed.it 's moments like these that you need # 1 - tufftest - lite. ; # 1 - tufftest - lite by # 1-pc diagnostics company simply makes sure that your equipment is connected and working.before you set off on a software wild goose chase , # 1 - tufftest - lite blows the whistle on faulty hardware , in this case a bad memory simm in main memory. ; sophisticated operating systems blur the line between hardware and software.when a program wants to access a drive , memory or port , windows manages the request.many test programs tell you that they are testing the hardware , but they can't really tell if the problem lies with the hardware , the software that controls it or windows.# 1 - tufftest - lite eliminates the problem by eliminating the complex operating system. ; the program fits on a floppy disk and contains its own super slim operating system and device drivers.when it runs tests , nothing stands between them and the pc hardware.# 1 - tufftest - lite can directly attack drives , controllers , ports and memory , giving them a stiff workout and telling you whether they pass muster. ; interestingly , this handy little utility reports fewer hardware faults than conventional diagnostic programs - - because it virtually eliminates the false positives that can be generated when software gets in the way.when it does report a problem with your equipment , you can be confident that it is worthwhile dismantling the system and making the trip back to the shop.when # 1 - tufftest - lite gives the all clear , it is sensible to assume that the issue is a software or setup one. ; for the technically minded , # 1 - tufftest - lite runs a range of standard hardware checks.it starts with the motherboard and looks at the processor , math coprocessor , dma controller and real time clock.from there , it moves through a series of video and alignment and color tests , and onto the video adapter itself.after that , parallel and serial ports , floppy and hard drives and main memory are run through their paces. ; one advantage of its small size is that # 1 - tufftest - lite automatically relocates from lower main memory to upper main memory and then back again on every pass.thus all of main memory is tested.no other diagnostics can do this because they have to occupy a large chunk of it themselves.after finishing with a check of extended memory , # 1 - tufftest - lite reports on your pc and its components.it produces a results display with a simple pass or fail for each component.if everything checks out , you have the satisfaction of knowing that your pc 's internals are a-ok. ; the product does n't assume that you are technically minded.to run it , you turn off your pc , place the # 1 - tufftest - lite diskette in the floppy drive a and turn your pc on.the proprietary boot loader and operating system boots your pc and then automatically runs all the tests , with no user intervention if you like.the tests do n't alter any system settings , so even a novice can use it without fear of doing damage.return after 5-10 minutes and the report will be ready. ; there is more to pc problem solving than a basic hardware check , but if you can't do that , you can spend a lot of time looking under the wrong rocks. ; best of all , # 1 - tufftest - lite is freeware with no restrictions on its use or distribution so you really can't go wrong giving it a try.[ download your free pc diagnostic @ [url] ] ( 2b ) call for reviews/reviewers ; we are always looking for member recommendations on new pc and macintosh products to review.and we also invite members to submit their product reviews.( 3 ) contact information jason president @ [url] megan vicepresident @ [url] manny secretary @ [url] website [url] address ipcug376 grant blvd.suite 116syracuse , ny 13206 phone ( 315 ) 431-9571 fax ( 315 ) 431-9571 ( c ) 1998-99 internet pc user group.all rights reserved.you have received this e-mail newsletter as a result of your registration to the ipcug.you may leave this e-mail newsletter service at any time by sending an e-mail to list-unsubscribe @ [url] subject line and message body are not used in processing the request , and can be anything you like.for more information on the ipcug please visit [url]",1,0,0.9081942,0.09180579,Phishing,Ham,0.9081942,FN,train
"re:outstanding invoice reminder for your protection, the content of this message has been sent securely by using encryption technology to view the secure message, click on read message click to read message the secure message expire on september 05.2021 @ 9:01 pm(gmt) do not reply to the notifcation message, the message was auto generated by the sender's security system more info disclaimer:this email and its content are confidential and intended solely for the use of the addressee.please notify the sender if you have received this email in error or simply delete it.secured by proofpoint encryption, copyright © 2009-2021 proofpoint, inc.all rights reserved.proofpoint encryption for your protection, the content of this message has been sent securely by using encryption technology to view the secure message, click on read message click to read message the secure message expire on september 05.2021 @ 9:01 pm(gmt) do not reply to the notifcation message, the message was auto generated by the sender's security system more info disclaimer:this email and its content are confidential and intended solely for the use of the addressee.please notify the sender if you have received this email in error or simply delete it.secured by proofpoint encryption, copyright © 2009-2021 proofpoint, inc.all rights reserved.",1,0,0.98039126,0.01960875,Phishing,Ham,0.98039126,FN,train
"fwd:work hence perfect equilibrium between the interior and exterior pressure , which thus neutralise each other , and which allows you to bear it without inconvenience no msg this magnificent irradiation must have been produced by an agent of great shining power.hobson ' s letter i no more thought of pursuing the unicorn than of attempting the passage of the north sea ! ! ! only one amongst us , conseil , seemed to protest by his indifference against the question which so interested us all , and seemed to be out of keeping with the general enthusiasm on board.",1,0,0.9995022,0.00049785874,Phishing,Ham,0.9995022,FN,train
"yours truly, james j.anita nevyas-wallace. [url]",1,0,0.9481117,0.051888272,Phishing,Ham,0.9481117,FN,train
"via-gra pro - a better one aldehyde as you already saw, there is new, better via-gra in the market.it is called via-gra pro, and it is significally beter and has better influence like you never imagined.enter now to expreience more. [url] admi operators all are invited to join in there and make fun to chat your loveones ex-friend i mean friends college and alumni no limits for everybody this is our chances to hear everybody.so as to not vex jennifer lopez we should point out that tom hanks john travolta and jennifer garner also have taken up the fine art of mouse carving e! online.viva news ma ny thanks to those of you who wished me well during the build up to my phd viva you know who you are! message to neil thanks for keeping in touch with me neil super naman ka dako ka oi tgeaccobok jud ka neil while me super na ka niwang nag lusyang jud heheh bitaw kapoy man duty musta naman ka dnha? good win over our boys on saturday hope your city is proud! although we played rubbish u deserved your win due to your supperior determination.comment i like to eat pies chicken and mushroom ham and cheese and i also think that wrotham is a fine village fit for queens like my dear friend.quot if you believe in yourself and have dedication and pride and never quit you ll be a winner.heathrow which for security reasons declined to say how the new x-ray machine improves on current scanners denies the machines could cause embarrassment.nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbs p nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp third row.wonderful collection of patterns i will have my students look at your pages before they take cameras out to photograph patterns in our environment - dbk.why yes jenn-machines are taking over and dominating our life that s why i have this blog here.by anthony breznican los angeles ap -- mel gibson s passion-stirring biblical epic quot the passion of christ quot will open in the united states on feb times picayune la.practical courses for all levels and walks of life including online teleconference self-paced programs and apprenticeship programs resources for everyone from dabblers to longtime practitioners.hallo ok so i jus thought i d say hello coz i havn t in a while hope your all havin fun an the band stuffs goin great i hear it is! anyways byesbyes andy! ps this web site is top bananas.rolf harris dame edna mel gibson skippy holly valance rupert murdoch men at work harold bishop donald bradman the mirror uk.",1,0,0.8387677,0.1612323,Phishing,Ham,0.8387677,FN,train
