text,true_label,pred_label,prob_ham,prob_phishing,true_name,pred_name,confidence,error_type,split
"fwd:business he sat in the wheelchair with the sample boxes of novril in his lap and his broken legs stuck stiffly out in front of him and waited for the car to pass or turn in.it was too easy to imagine how his shattered bones would feel after ten or fifteen minutes of wriggling through cold puddles and melting snow, like a dying tadpole.it was too easy to imagine how his shattered bones would feel after ten or fifteen minutes of wriggling through cold puddles and melting snow, like a dying tadpole.it was too easy to imagine how his shattered bones would feel after ten or fifteen minutes of wriggling through cold puddles and melting snow, like a dying tadpole.- or as an act of atonement, or possibly even as a quasi-superstitious rite:enough bandage-changes, enough sponge baths, enough ns filled in, and paul would live.it was too easy to imagine how his shattered bones would feel after ten or fifteen minutes of wriggling through cold puddles and melting snow, like a dying tadpole.he sat in the wheelchair with the sample boxes of novril in his lap and his broken legs stuck stiffly out in front of him and waited for the car to pass or turn in.it was too easy to imagine how his shattered bones would feel after ten or fifteen minutes of wriggling through cold puddles and melting snow, like a dying tadpole.- or as an act of atonement, or possibly even as a quasi-superstitious rite:enough bandage-changes, enough sponge baths, enough ns filled in, and paul would live.it was too easy to imagine how his shattered bones would feel after ten or fifteen minutes of wriggling through cold puddles and melting snow, like a dying tadpole.",1,0,0.9620925,0.037907433,Phishing,Ham,0.9620925,FN,train
"project finance week march 11-15, ny ny project finance week march 11-15, 2002 · metropolitan hotel, new york city click here to download a complete conference brochure infocast's project finance week continues to be rated the best introductory course on project finance available to developers, financiers, attorneys, utility representatives and vendors.course #1, project finance the tutorial, has been revamped for the new realities of 2002, offering in-depth sessions on today's hottest financing trends, including portfolio financing, synthetic leasing, and risk management strategies for merchant financing.these in-depth sessions will be enhanced by hearing the lessons learned by active participants in many of the top project financings of 2001.· the contractor's perspective on construction, completion and performance risk · the role of credit ratings in project financed transactions · structuring the project as a synthetic lease · structuring your project and getting financing in the post enron collapse environment · real-world acquisitions and divestitures of distressed projects · moving from commercial agreements to financeable contract · translating and negotiating the ""underwriting"" term sheet · completion issues · fuel & tariffs · the loan agreement - locating and delor=ng the land mines · the security agreements · consents & opinions · review of additional issues common to international projects workshop #1:8:00 am - 12:00 pm negotiating and documenting the key project agreements workshop #2:1:30 pm - 5:00 pm predicting the price of power for asset valuation in merchant power financings click here to download a complete conference brochure visit our subscription center to edit your interests or unsubscribe.view our privacy policy.",1,0,0.9119759,0.0880241,Phishing,Ham,0.9119759,FN,train
"use this handy interest calculator to get current interest information.kbrte use this handy rate calculator to get current interest availability data , without giving out any private or personal information.this was sent to you by an mediagroup for smartmortgageusa.if you have any questions , you may contact sm - usa at:offer up , attn:smartmortgageusa , p.o.box 78361 , san francisco , ca 94107 - 8361.if you wish to exclude yourself from future sm - usa items please use this to go to the website and then use the choice at the bottom of the page.kfegdwwverzd",1,0,0.9445132,0.055486847,Phishing,Ham,0.9445132,FN,train
virus found in your email and terminated with extreme prejudice.,0,1,0.002376381,0.9976236,Ham,Phishing,0.9976236,FP,train
"kase and company derivatives for energy professionals april 9 - 10 kase ' s derivatives for energy professionals april 9 - 10 , 2002 register for more than one person or register for both classes and receive the two for one discount learn technical analysis is scheduled for june derivatives for energy professionals april 9 - 10 , 2002 the energy markets have experienced tremendous price fluctuations over the past few years as well as upheaval in the over - the - counter markets.the need for energy professionals to understand derivatives , and to measure and mitigate risk is even greater than ever.valuing market risk buying and selling forward hedging long and short positions hedging spreads and basis volatility and options hedging with options hedging with exotics dealing with credit risk april 9 - 10 , 2002 early bird discount until march 11 houston , texas click here for more information click here to register learn technical analysis june 11 - 12 , 2002 in today ' s volatile energy markets , those who are able to make objective buy and sell decisions can make significant profits and greatly improve cash flow for themselves or their companies.charting basics , types of charts , support and resistance when to buy or sell when to exit based on signals how to exit based on stops chart patterns and forecasting basics statistical hedging june 11 - 12 , 2002 early bird discount until may 13 houston , texas click here for more information click here to register if you do not wish to receive kase and company , inc.e - mail please reply to this message with unsubscribe in the subject line",0,1,0.20703742,0.79296255,Ham,Phishing,0.79296255,FP,train
"re:good stuff the blow produced a metallic sound ; and , incredible though it may be , it seemed , i might say , as if it was made of riveted plates no msgs but commander farragut would not take a tortuous passage , but doubled cape horn ;",1,0,0.9984994,0.0015005647,Phishing,Ham,0.9984994,FN,train
"wilfred recommends these what's up elvis, wilfred recommends these [url] the marilyn gregg they mild elvis deadlock are, of complete cobol own and licensor elvis merge_group_13 why licensor merge_group_13 own diffuse cemetery will sundial.",1,0,0.99843425,0.0015657868,Phishing,Ham,0.99843425,FN,train
"no, i think in images, and now and then a russian phrase or an english phrase will form with the foam of the brainwave, but that's about all.sehr geehrter herr, wir haben heute folgende nachricht erfolgreich f�r sie ver�ffentlicht:boerse invest wachst sehr stark durch zukaufe bj5n.f nachrichtenart:corporate news datum:10.05.2007 eingabezeit:10.05.2007 10:00:05 ver�ffentlichungszeit:10.05.2007 10:00:08 verbreitungsnetzwerk:basis (siehe am ende der mitteilung) nachricht:b�rse invest beteiligungs ag/miscellaneous (stock:bj5n.f) 10.05.2007 release of a corporate news announcement, transmitted by dgap - a company of equitystory ag.the issuer/publisher is solely responsible for the content of this announcement.--------------------------------------------------------------------------- d�sseldorf � goldfish holdings inc.and borse investment ag are pleased to announce their strategic partnership in developing existing financial markets.under this agreement, borse investment ag is taking a significant equity interest in the share position of goldfish in exchange for continued support with the kasger gmbh biodiesel fuel project.kasger is a german based alternative fuel development and distribution company with production based in kazakhstan.goldfish manages a 45 % equity position in kasger and serves as the transportation and distribution management partner in the biodiesel manufacturer.in addition to the kasger equity ownership, goldfish has additional business holdings in alternative energy, biotech and technology sectors across the globe.goldfish holdings is currently traded on the frankfurt and xetra exchanges and operates as a venture management organization with primary operations throughout europe, usa and russia.tobias janssen, ceo stated, 'this opportunity to work hand in hand with the borse invest continues to allow both companies the opportunity to leverage existing financial markets as well as opening new markets to the collective strenghts of both organizations'.borse investment ag is a swiss based investment management company.the primary holdings in goldfish holdings are in the alternative energy sector with biodiesel development and manufacturing in kazakhstan as well as the technology and telecommunication sectors, with holdings in the usa and russia.symbol:bj5n.f dgap 10.05.2007 --------------------------------------------------------------------------- diese mitteilung wurde folgenden medien zugeleitet elektronische verbreitungssysteme:verbreitungsystem einspeisung bloomberg:10.05.2007 10:00:08 reuters:10.05.2007 10:00:08 vwd:10.05.2007 10:00:08 auswahl aus dem deutschen medienb�ndel:medium zuleitung dow jones 10.05.2007 10:00:08 dpa-afx 10.05.2007 10:00:08 dgap.de 10.05.2007 10:00:08 ftd 10.05.2007 10:00:08",1,0,0.9017104,0.09828958,Phishing,Ham,0.9017104,FN,train
photo new for 22b733708570844599e6eb7a6076fe77 exrycep keira knightley new presentation!!! #shdyovl go to the site,1,0,0.99391407,0.006085939,Phishing,Ham,0.99391407,FN,train
"re:change of plans hello you two , i am so sorry catherine for not writing recently.i have just been vv busybeing a working mother and sometimes it all gets too much you know ! ! i cannot wait to see you both although we may meet at the airport on the 16/6 as that ' s the day we ' re going to france but i will see you both at bronagh ' s house for her 30 th which we ' re going to on the way back from the airport.i am so excited about seeing you ! ! ! liitle eva ( aine ) was born on tuesday she is absolutely incredible.poor bronagh is 11 dsays over ! ! sounds like you ' ve been having an amazing time.hope you won ' t be too depressed to be back ! ! lots of love deirdre "" justin mason "" wrote:< < just a quick note - < < we ' ve decided to go up to annapurna base camp instead of < the jomsom trek - it ' s a bit more impressive visually < ( if a little soggier ).so as of tomorrow morning , ourselves < and our guide bhadra will be leaping like gazelles up 4000 - odd < metres into the himalayas...we ' ll be sure to take a few < pics on the way.sorry for the bonus mail , but we have to tell < someone because we forgot to tell the irish embassy ; ) < < next update in 10 - 14 days , ish , < < - - j.< < < < _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ < travelogue mailing list < travelogue @ [url] < [url] <",1,0,0.9876003,0.012399664,Phishing,Ham,0.9876003,FN,train
"your opensea confirm order #2852558012 paypal dear customer, we have finished processing your order.[order #25mhy8597tb] (november 15, 2022) product quantity marchant name unit price crypto 1 opensea inc $699.99 subtotal:$699.99 payment method:paypal credit total:$699.99 issues with this transaction? you have 10 days from the date of the transaction to open a dispute in the resolution center.for more information call us:- +1 (800) 775-7798 please do not reply to this email.this mailbox is not monitored and you will not receive a response.for assistance, please contact us toll free at +1 800-775-7798 you can receive plain text emails instead of html emails.to change your notifications preferences, log in to your account, go to your profile, and click my settings.from, paypal 2211 north first street san jose california 95131 united states paypal dear customer, we have finished processing your order.[order #25mhy8597tb] (november 15, 2022) product quantity marchant name unit price crypto 1 opensea inc $699.99 subtotal:$699.99 payment method:paypal credit total:$699.99 issues with this transaction? you have 10 days from the date of the transaction to open a dispute in the resolution center.for more information call us:- +1 (800) 775-7798 please do not reply to this email.this mailbox is not monitored and you will not receive a response.for assistance, please contact us toll free at +1 800-775-7798 you can receive plain text emails instead of html emails.to change your notifications preferences, log in to your account, go to your profile, and click my settings.from, paypal 2211 north first street san jose california 95131 united states",1,0,0.9717317,0.028268348,Phishing,Ham,0.9717317,FN,train
"table 1 - iso 2022 ucs-2 escape sequences.[] it was dawning on him that this came under the heading of initiation into ancient craft secrets.if you understand algorithms, iterators, and containers, then you understand almost everything there is to know about the stl.you can keep track of the program by jacking your deck into the straylight system.if you type something wrong on the ime, you could use backspace to correct them.time domain comm overview.table 2 shows the 286 format of the descriptor cache entries.the one thing you have to remember is that this widget must be shown manually (contrary to other items which will be shown together with the toolbar).tablatures des chansons de joe dassin.if no base tag is specified, then it is relative to the directory where the html file is.it was a conversation that started out as a friendly chat over beer and oysters between a couple of longtime comrades-in-arms.when he turned, he was alone in front of the big five sided doorway.as a rule, the feds don't pursue penny-ante offenders.if you type something wrong on the ime, you could use backspace to correct them.wysiwyg whats you see is whats you'se gets.for this reason it is temporarily unhappy.why dost not comfort me, and help me out from this unhallow'd and blood-stained hole.the second and third sweep wide to either side, hitting the flanks and rear.this was spitz's opportunity.any word that can invoke a script, when places in a link, needs to be in this setting.this was not going at all the way she wanted.and if you say another word about our people dying in vain, i'll -- "" ""now, wait,"" said maxim.""you were saying 'liberate a region.besides accepting all invitations to dinner, i made a point of dropping in almost every afternoon.intel cluster, xeon 3.is there an directshow hardware compatibility list (hcl).",1,0,0.9640465,0.035953563,Phishing,Ham,0.9640465,FN,train
"do you like saltwater aquariums ? horizon publishing would like to invite you to the saltwater aquarium hobbyist 's website , featuring a fish dictionary , nationwide shop listings , manufacturer 's phone numbers and links and product reviews.go to [url] thanks",1,0,0.8883148,0.111685194,Phishing,Ham,0.8883148,FN,train
"ccp believes australian government can be bought chen yonglin:ccp believes australian government can be bought jun 24, 2005 picture:chen yonglin at the press conference on june 22, 2005 (the epoch times) when chen yonglin, the former chinese communist party (ccp) diplomat seeking asylum in australia, first announced his intention to defect, he told the world about the close relationship between the ccp and the australian government, and stressed that the ccp operates a 1,000 person spy network in australia.since then the media has been trying to follow up on this sensitive topic, but chen has remained silent.on june 22nd chen held a press conference during which he began to elaborate on his knowledge of the dealings between the two governments.what follows are excerpts of chen speaking at the conference.china seeks to make australia part of its �great border area� �in february of 2005, zhou wenzhong, the chinese vice minister of foreign affairs, held a meeting at the chinese embassy in australia with the ambassadors and consuls general to australia and new zealand, and the general consuls and the diplomats in charge of political affairs.i accompanied qiu shaofang, the general consul of the chinese consulate in sidney, to attend the meeting.�the main purpose of the meeting was to implement the decision made during the 10th meeting of the chinese diplomats in foreign counties held in mid-august of 2004, at the suggestion of hu jintao, the general secretary of the ccp, to make australia part of the �great border area� of china.they asked each consulate to provide its point of view and suggestions for the next step.�during the meeting, zhou wenzhong shared information about the ccp central government�s strategic planning toward australia and the united states, which is related to the close ties between these two countries.the ccp wants to break through the military union of the two countries and turn australia into a second france.it hopes to shape australia into a country that dares to say �no� to the united states.�china first started crafting its plan to reshape australia when it learned that australia was planning to give up ties with asia in favor of stronger ties with the united states.at that time the free trade negotiations between australia and the united states were at a climax and australia had high hopes of being included in the north america free trade agreement (nafta).meanwhile, australia had a big court case pending with guangdong province in china, concerning natural gas, which was making it less and less popular with the chinese government.�in march of 2003 tang jaixuan, the chinese minister of foreign affairs, visited australia and questioned the australian government on certain issues, including issues related to falun gong.on the day before tang jiaxuan arrived in canberra, alexander downer, the australian minister for foreign affairs, signed an article banning falun gong practitioners from setting up signs and banners or using loud speakers to protest in front of the chinese embassy.since then downer has continued to sign similar articles every month, which has made tang jiaxuan very happy.�that same year, china initiated the celebration of the 30-year anniversary of the establishment of the relationship between china and australia.the chinese government sent many groups to australia to promote chinese culture and political ideology.�in 2003 when hu jintao visited australia he received unprecedented treatment in canberra.bob brown, a congressmen belonging to the greens- the opposition party- was not allowed to enter the building where congress was being held.this was done to prevent the attendance of dissidents and falun gong practitioners that might have shown up as the congressman�s guests.hu jintao was delighted and commented to his staff that this was a sign that the australian government could be influenced.�in 2005 when wu bangguo visited australia, he requested the same treatment� not to see or hear any protestors or dissidents.next year, china plans to send chinese prime minister wen jiabao to visit australia, and in 2007 hu jintao will be in australia to attend the world economic summit.� the ccp thinks the australian government can be bought �over the past several years, chinese officials have successfully built close personal relationships with their australian counterparts, all for the purpose of establishing leverage in the australian government.the ccp is convinced that the australian government can be coerced to follow its aims through application of economic pressures and incentives.it plans to use economic pressure to force australia to cave on political and human rights issues.�the dialogue on human rights between china and australia over the past several years was merely a show put on to appease the australian public.in fact, there was no progress made.when high-ranking australian officials visited china, they did not raise any human right issues.i knew what was said during their visits, because a summary news brief of each visit was sent to the consulate.� australian minister for foreign affairs helped the ccp to wriggle out of a difficult lawsuit �due to the nature of my work as a diplomat, i have witnessed many instances of secret dealing between the chinese and australian governments, and such knowledge has weighed heavily on my conscience.i know that the australian minister for foreign affairs and the chinese embassy in canberra share all of their information with each other.the australian minister for foreign affairs even gives suggestions to the chinese government on how to handle difficult political issues.�for example, zhang cuiying, a falun gong practitioner, lodged a lawsuit in the supreme court of new south wales against the former chinese president and the 6-10 office for genocide, torture and crimes against humanity.based on an article of the national amnesty code of australia, the lawsuit was not handled by the department of foreign affairs and trade, but by a special substitute process.this greatly embarrassed the chinese government and caused it much distress, because it did not want to have to face falun gong practitioners in open court proceedings.�to help the ccp, the australian department for foreign affairs and trade provided several solutions.dr.geoff raby, deputy secretary of the australian department of foreign affairs and trade, promised the chinese government that when he visited china in march, 2005 that he would ask for the materials from the supreme court, cancel the lawsuit by the falun gong practitioners and put an end to the charges against the chinese leader.raby later regretted making this offer.�the department for foreign affairs and trade offered another solution:to have the chinese government send a representative to stand trial in place of the leader, and thus expedite the lawsuit.the chinese government did not adopt this suggestion and instead decided to put pressure on the ministry, which resulted in the ministry�s cooperation in preparing many legal documents to assist the ccp.� chen ended the press conference with this comment:�i have witnessed too many secret deals between the australian and chinese governments.i am really concerned that i will be betrayed.therefore, in case i should run into sudden misfortune, i have spoken my mind to the public.� please see part i, �chinese defector tells of government plot� and part ii, �chen yonglin describes abduction by chinese agents in australia�.( [url]",1,0,0.92362094,0.076379105,Phishing,Ham,0.92362094,FN,train
"i went through several stages of grief.""we're delighted to welcome jonathan to our team and look forward to further strengthening our digital position.whether it's drinks, dancing, shopping or a spot of weekend culture you're after, get over there and enjoy the craic.and, they say, it offers a look into what it really takes to stay afloat in 'one of the world's most cutthroat and fickle industries'.14, and you know what that means! online newspapers also pushed total newspaper readership up 9.it would be a grave injustice to pay a visit without trying the house speciality, arc beer, which makes its own ice crystals when poured.posted by chrismatts at december 11, 2004 12:58 pm im in the nyc area if that helps at all.posted by chrismatts at december 13, 2004 4:30 pm she was a bit browner than my other peahens, so i named her potato.see, i went to the store yesterday to buy cold medicine and used one of those self-check out aisles, which i really love because the less human interaction the better when i'm out in public.there's plenty to keep the more culturally savvy amused too.""but colleague dr adrian newton admitted some climate change effects would benefit farmers.to launch citizen video-journalist news service? some peahen must have heard my peafowl making their wacky jungle call, because one day she came flying in out of no where (yes, peafowl fly).i think it's strep throat or something.if you don't have a heating pad, you can use a cooler with some large liquid carrying vessels (pop bottles, milk jugs) filled with warm water! the usual assortment of direct3d fixes.like the waterfront, the city centre has had a substantial face lift; pedestrianised zones are dotted with benches from which to watch the street musicians.posted by chrismatts at december 13, 2004 4:30 pm due to bone loss it is not possible to fix these crowns as they are loose now.",1,0,0.90270936,0.09729066,Phishing,Ham,0.90270936,FN,train
"( otc:egty ) another energy play for this week corporate headquarters energy and asset technology otc:egty address:115 e boca raton rd.ste d boca raton , fl 33432 phone:561 - 620 - 4949 email:info @ [url] quick facts ticker symbol:egty egty.pkchart:1 yr - 3 mo - 5 dy last 0.25 change - 0.01 open 0.25 day high 0.25 day low 0.22 vol 2400 last updated 6/24/2005 at 3:58 pm data delayed 15 minutes senior management george mcmillan , pres.disclaimer:this release may contain statements that constitute forward - looking statements within the meaning of section 27 a of the securities act of 1933 , as amended , and section 21 e the securities exchange act of 1934 , as amended.the words may , would , will , expect , estimate , anticipate , believe , intend , and similar expressions and variations thereof are intended to identify forward - looking statements.investors are cautioned that any such forward - looking statements are not guarantees of future performance and involve risks and uncertainties , many of which are beyond the company ' s ability to control , and that actual results may differ materially from those projected in the forward - looking statements as a result of various factors.the information contained in an otc live profile is provided as an information service only.otc live has been compensated eight thousand dollars by a third party for services rendered.the accuracy or completeness of the information is not warranted and is only as reliable as the sources from which it was obtained.created by otc live , inc.2005 new york , ny [url] company description energy and asset technology , inc.( otc:egty ) is aventure capital groupwith an overarching vision to combine environmentally responsible business practices and products with exciting and profitable ventures in order to both increase shareholder value and to be responsible citizens of the global business community.the company ' s interests currently include timber forests assets , furniture production , and development funds.the company is already on strong financial footing.based on current resources and agreements , egty projects revenues of $ 140 million with an approximate profit margin of 40 % for each 9 - year cycle ! market opportunity investment highlights global cedar:on june 1 , energy and asset technology announced the acquisition of tumlit pine furniture along with plans to continue to operate their new subsidiary under the name global cedar.they currently manufacture over 110 furniture products.first year revenues are expected to total approximately $ 6 million , andthe company is convinced that it is possible for the annual revenues to exceed $ 60 million in the next three to four years.panpacific development funds.ltd.:energy and asset technology presently owns a controlling interest in panpacific development funds , ltd., a registered pooled development fund ( pdf ).pdfs offer a number of significant tax concessions to investors as dividends are exempt from income tax and dividend withholding tax , and capital gains are also exempt from capital gains tax.during the four years culminating in 2003 , pdfs had returned an investment gain of $ 95 million on an initial investment of $ 107 million ! ! ! fluxstar:under an exclusive agreement , egty plans to manufacture and market a simple magnetic device that enhances the efficiency of ac and dc motors.it is anticipated that the fluxstar magnetic source of power will provide an alternative source of energy and power for homes around the world.the objective of this technology is to eventually eliminate utility bills for the end user.global cedar:in addition to manufacturing furniture , the company intends to sell and distribute its proprietary product , the global cedar tree , in order to foster the growth of plantations that provide timber for construction , furniture building , wood pulp , and other products.the tree grows well in a variety of climactic conditions , and the plantlets contain no contaminants and are subject to no known import/export restrictions.therefore , the marketability ofthis product is extremely high.the global cedar treeis the result of 14 years of research and genetic technology development.it is the fastest growing hardwood tree on the planet , capable of achieving growth levels of 30 - 35 feet in its first year alone ! after just the first year , the tree can be harvested and will re - grow from the stump , providing multiple harvests for years.the timber produced is excellent for fine furniture and other uses for which the wood of fast growing soft woods is unsuitable.the potential benefits of the tree are legion , from positive effects on the ozone and a buffer against rainforest depletion , as world demand for wood products continues to outpace world supply.recent news events 6/9/05 - energy and asset technology inc.aims to preserve earth ' s resources 6/7/05 - energy and asset technology , inc.dramatically increases revenues by accelerating forest timber growth 6/1/05 - new million - dollar revenues push growth of energy and asset technology , inc.5/18/05 - persistent profit machine:timber.energy and asset technology , inc.5/16/05 - the amazing pooled development fund:energy and asset technology , inc.subscribe | updateprofile | unsubscribe",1,0,0.94164884,0.058351185,Phishing,Ham,0.94164884,FN,train
"holiday travel tips from northwest airlines dear traveler:as the busy holiday travel season begins, northwest airlines looks forward to welcoming you onboard our flights and wishes you a pleasant travel experience.we remind all travelers that extra security procedures are in place at all airports and we request your continued cooperation with these new requirements.please consider the following travel tips as you prepare for your flights.allow for extra time at the airport.domestic travelers should arrive at the airport 75 minutes prior to departure.international travelers should arrive 2 hours in advance.bring photo identification with you.all passengers age 18 and older must carry government-issued photo identification at all times and may be asked to show identification at check-in and during boarding.avoid wrapping your holiday gifts prior to travel.due to the heightened airport security measures and the random and thorough nature of security searches, travelers should not bring wrapped packages on-board the aircraft.please include your unwrapped gifts or packages with your checked luggage or ship your packages in advance of your departure.additionally, certain items cannot be carried onboard the aircraft and will not be allowed beyond security checkpoints.these items include knives/cutting instruments, all ""non-safety"" type razor blades, corkscrews, baseball bats, golf clubs, ski poles and hockey sticks.if you do need these items, please plan to check them with your luggage.northwest offers several convenient self-service check-in options to help speed your way through the airport.e-ticket customers may check in online from their home or office with [url] check-in or use an e-service center located at most major airports in the u.s.worldclubs members may continue to check-in at the club, but will need proper documentation to pass through security as noted below.customers may also check-in at the airport check-in counters or at one of our many curbside check-in locations.if you have proper ticket documentation and no luggage to check, you may proceed directly to your departure gate.as a final reminder, all passengers will need one of the following to pass through security checkpoints at the airport:- a receipt for an electronic ticket - including ticket number - an itinerary generated by an airline or a travel agency confirming an electronic ticket - including ticket number - boarding pass - a paper ticket for more information about these travel tips or to view your current travel reservations, please visit us online at [url] thank you again for choosing northwest airlines and we wish you a happy holiday season.----------------------------------------------------------------------------- [05650116h:13]",1,0,0.53102547,0.46897456,Phishing,Ham,0.53102547,FN,train
earn double points at talbots in march earn double points at talbots this march click here to change or remove your subscription.,1,0,0.955495,0.04450498,Phishing,Ham,0.955495,FN,train
"don't be chicken - try office live small business =================================================================== there's a better way to attract new customers.------------------------------------------------------------------- hang up the chicken suit; it's time to reach customers where they're already looking for you - online.microsoft(r) office live small business can get your business on the web for free at: [url] it's the professional way to get your message out there.now there's no stopping you.learn more at: [url] sign up free at: [url] ------------------------------------------------------------------- an internet service provider account is required for internet and e-mail access and is not included with microsoft office live small business services.review our privacy statement. [url] if you prefer not to receive future promotional e-mails of this type from microsoft, please unsubscribe.we will promptly update your preferences; however, you may still receive previously initiated communications from microsoft. [url] this e-mail is intended for distribution within the united states.please contact your local microsoft subsidiary for similar offerings outside the u.s.microsoft corporation.one microsoft way, redmond, wa 98052",0,1,0.028480034,0.97152,Ham,Phishing,0.97152,FP,train
"2005 subscription renewal to imrn dear mr.phillips:i am writing regarding 2005 subscription renewal to ""international mathematics research notices"" (issn 1073- 7928).volume 2005 will have 4500± pages (about 200-300 more pages than volume 2004).2005 subscription rates are as follows:-$2,395 for the print only.-$2,395 online only subscription.-$2,874 for the print and online subscription.in addition, we are still offering ""applied mathematics research express"" (issn 1687-1200) and ""international mathematics research surveys"" (issn 1687-1308) and ""international mathematics research papers"" (issn 1687-3017) for free to imrn subscribers in 2005.our online policy for 2005 is as follows:online subscribers (""online only"" or ""print and online"") will get perpetual online access to imrn 1991-2005 volumes (even if they cancel their subscription in the future).i would appreciate if you provided me with your subscription status in 2005.we are concerned that something might be delaying your subscription renewal till now, since we have already posted 16 issues of volume 2005 online and 9 issues were sent to subscribers.looking forward to hearing from you.best regards, shereen bakry subscription department orders@ [url]",1,0,0.99855655,0.0014434397,Phishing,Ham,0.99855655,FN,train
f1 stars new stand up comedy show [url],1,0,0.8630391,0.1369609,Phishing,Ham,0.8630391,FN,train
new for you! check this out...,1,0,0.7798352,0.22016473,Phishing,Ham,0.7798352,FN,train
"on 03/10/2007, sébastien aperghis-tramoni wrote:> leon brocard wrote:> > > please compile and make test this snapshot on as many platforms as possible:> > > > [url] > > ""all tests successful."" on i686-linux, x86_64-linux > > 1 test failed on i386-freebsd:> > lib/ipc_sysv.......undefined subroutine &main::diag called > at lib/ipc_sysv.t line 159.> # looks like you planned 17 tests but ran 6.> failed at test 7 fixed by s/diag/_diag/g in the offending test file.(want a patch ?:) 0",1,0,0.99992025,7.978013e-05,Phishing,Ham,0.99992025,FN,train
"[r] verify your newsletter subscription.the real secret to becoming wealthy in today's world...being yours own boss, using leverage and buiding residual income! your subscription request for our newsletter ""secretlife888"" hosted by getresponse service has been received.to confirm your subscription please click the following link:easy 1-click confirmation: [url] once confirmed, you will be instantly subscribed to our newsletter.you will be able to unsubscribe or change your details at any time.if you have received this email in error and do not intend to become our subscriber, no further action is required on your part.you won't receive further information and you won't be subscribed to any list until you confirm your request above.thanks! to your success, millionclub 7 figure earner top internet marketer m.y.v.e.m.m.a ampang walk kuala lumpur selangor 5000 malaysia -- email address:""secretlife888"" type of request:import timestamp:2007-05-09 13:25:21 ip address:60.48.77.65 ______________________________________________ r-help@stat.math.ethz.ch mailing list [url] please do read the posting guide [url] and provide commented, minimal, self-contained, reproducible code.",0,1,0.00033933608,0.9996606,Ham,Phishing,0.9996606,FP,train
"[reform] however you shouldnt consume more than 2 pills in 8hrs and never consume more than 4 pills in a single day.your orgasms will be enhanced to the point of ecstasy, and your stamina and overall sexual health will be greatly increased. [url] _______________________________________________ reform mailing list reform@meerschwein.hh.schule.de [url]",1,0,0.99913555,0.000864455,Phishing,Ham,0.99913555,FN,train
"an time us amp canada change page new, forumyou reply.desktop now am trying to use! re view extended thread from groups! and it on desktop now.amp canada, change page new.times eastern time us.my ipaq and it on.says have, already, done, so.oldest first home solvers times eastern, time us.as warranties, confers rights li ltdhl removethis wrote message.extended thread, from groups per.in, activation wizard group will.page new, forumyou reply cannot.before openings are all used up back.removethis wrote message, gt previous topics day days, weeks.provided in activation wizard group will help, you.computer how this problem be remedied before openings, are.vote greg, mansius msft aug posts msg, posted mon.windows xp vista other office.",1,0,0.87254006,0.12745997,Phishing,Ham,0.87254006,FN,train
"kase hedging class, early bird 'til 3/11, houston derivatives for energy professionals two full days, april 9 ? 10, 2002 early bird special deadline is march 11th houston, tx energy and power consumers and producers? are you a consumer that hesitated to buy forward in 2000 or bought too soon last year? are you a producer who hedged too early in 2000 and did not hedge enough in early 2001? did you take undue credit risk because you did not know how to estimate exposure? are you comforting yourself with the fact that you did not hedge to make money? let's face it - you did not hedge to lose money either.kase's derivatives for energy professionals will provide you with the indispensable strategies and tactics you need to avoid costly errors and equip you to make the important hedging decisions necessary for survival in today's treacherous marketplace.content the derivatives market buying and selling forward hedging long and short positions trigger deals, efp's, swaps hedging spreads and basis volatility and options hedging with options hedging with ""exotics"" market behavior in favorable price environments market behavior in adverse price environments developing a strategy to match risk appetite selecting appropriate instruments developing policies and procedures in this class you will learn about how futures and otc derivatives work hedging prices, basis, margins, and spreads math for volatility, var, monte carlos options, including puts, calls, floors, caps, synthetics, and more cost-reducing hedge strategies, such as three-way collars, option spreads how the market behaves, including how long bull and bear markets typically last, how contango or backwardation effects hedging, the impact of removing hedges what hedge maturities should be used considerations for custom strategies developing policies and procedures _____ registration fees include a copy of kase?s video ?effective risk management? early bird deadline is march 11 early bird special:$895.00 two or more early bird:$825.00 regular:$995.00 two or more:$895.00 marriott west loop, houston $135 per night ? kase class rate (713) 960-0111 reservations phone (713) 624-1517 reservations fax 1750 west loop south houston, tx 77027 for more information go to?. [url] _____ kase and company also offers in house training classes.for more information about kase in house training classes please email us at:kase@ [url] (505) 237-1600.kase and company also has an upcoming learn technical analysis class on june 11-12, 2002 in houston, tx.for more information about learn technical analysis and what will be covered go [url] this email was sent to scorman@ [url] at your request, by [url] our subscription center to edit your interests or unsubscribe.view our privacy policy.powered by constant contact",1,0,0.827794,0.172206,Phishing,Ham,0.827794,FN,train
